	entrance_site	vehicle_class	lambda	intercept	alpha	chisquare	pvalue
0	15	2H	162.059697548828	5.0879647784242215	0.00571275585945418	94.38688000154654	2.1369647002378785e-16
1	15	2L	5300.789262820509	8.575610964372322	0.02347154121610836	1.4033890780598283e+91	0.0
2	15	3H	116.20730364514232	4.755375679865595	0.005888291322078691	0.40862791953626804	0.9999872621823123
3	15	3L	14.98606199885687	2.7071205690519657	0.10173518444651763	2.393213823437652	0.9836187259980121
4	15	4H	73.6607141905092	4.299469573879749	0.015209316574083904	1.8004298390090792	0.9942447484511081
5	15	4L	18.28744759245331	2.906214900615716	0.02829816768030899	0.4921097502495941	0.999971577577986
6	15	5H	442.5759254332623	6.092612038746595	0.007735745832188105	376998343.8012168	0.0
7	15	6H	27.256484198933293	3.3052915047033546	7.584707704050078e-07	0.08590506689954927	0.9999999869881349
8	15	7H	18.848616661116655	2.9364395245151576	0.031441509154220684	0.27210128147064006	0.999997839543791
9	16	2H	26.883012828030246	3.291493411524774	7.341467693012362e-09	0.209807505038262	0.9999993121682617
10	16	2L	675.7357941204098	6.515802247436424	0.007480403423336492	5439.740664119687	0.0
11	16	3H	17.193188141986216	2.8445132056665003	3.22288534428181e-07	0.05316858904866962	0.9999999984776531
12	16	3L	2.538955862513555	0.9317529183081287	8.972517368029113e-06	0.47474025129192937	0.9999756499902713
13	16	4H	7.54724317600449	2.0211817374763195	1.4032726581243887e-07	0.14233864930809256	0.9999998766334044
14	16	4L	2.792236289351674	1.026842810752083	9.731462236619256e-06	0.35262189578608955	0.9999932871470404
15	16	5H	14.473393146671013	2.6723116353618592	6.364981324991147e-07	0.4194680704984076	0.9999857324508623
16	16	6H	2.586378205128205	0.9502585197351574	1.0252011658119753e-05	0.27919099036539696	0.999997581425687
17	16	7H	1.9864341085271318	0.6863411260968758	1.555291470273925e-05	0.4020966379013288	0.9999881215562393
18	17	2H	167.0059901288789	5.118029680229875	0.002472574096064898	47.099603297183506	3.7605063767435265e-07
