	entrance_site	vehicle_class	lambda	intercept	alpha	chisquare	pvalue
67	21B	4H	11.22788954144411	2.41840077392906	2.833263831879633e-07	0.11845329455909857	0.9999999454941924
68	21B	4L	2.6285984369280597	0.9664507899912842	8.320099317661283e-06	0.4240050304031931	0.9999850523607658
69	21B	5H	38.58700039472351	3.652915442238899	0.015921709582115674	30.848440344844185	0.00031428351528462064
70	21B	6H	3.721859550705705	1.314224167255187	8.412052081171624e-06	0.29201015694613824	0.999997055404607
71	21B	7H	3.5188415750915754	1.2581318374599972	0.06956817015737818	118.39040607651395	2.8523652789724883e-21
72	22	2H	13.532814196149939	2.6051173509635093	3.523547631311021e-07	0.09808841932134166	0.9999999764834785
73	22	2L	458.82692307692304	6.128673066012561	0.025363865512274014	3.6893451219400296e+28	0.0
74	22	3H	8.721008296134814	2.1657359052511356	3.717095127182866e-08	0.1678834647587969	0.9999997434027946
75	22	3L	2.282076106397373	0.8250856014105148	9.136035782912478e-06	0.5298139886454034	0.9999609799541682
76	22	4H	7.7950505659498885	2.053489249664858	6.175357325094841e-08	0.12132847425694435	0.9999999393538853
77	22	4L	2.750191654866131	1.0116706023039876	8.271158212999995e-06	0.46547395131062735	0.9999776328127699
78	22	5H	23.42232863913356	3.153689837862639	2.2416421982065344e-06	0.058626943915096166	0.9999999976420523
79	22	6H	10.322093664882127	2.334287311989675	2.6044925492035536e-06	0.13171770317184073	0.9999999125969049
80	22	7H	3.68537851037851	1.3043728109083337	1.6974854937420758e-05	0.35355126947671733	0.9999932097321398
81	23	2H	43.662769682936904	3.7764956934460483	2.7130484100950356e-06	0.12121171205770095	0.9999999396132004
82	23	2L	2058.9593195266275	7.629955955934014	0.027109534264680546	3.949763142040539e+156	0.0
83	23	3H	37.31306083019931	3.619343375641186	0.00095978026722528	0.1603909703916528	0.9999997904180065
84	23	3L	4.53754412638221	1.5123847375754558	5.003062677242234e-08	0.29497738525159045	0.9999969220675698
85	23	4H	20.56145197144616	3.0234180637947397	6.991627458648027e-06	0.09801248554024541	0.9999999765645631
86	23	4L	4.986815780323908	1.6067979290223473	8.101493437336234e-09	0.3627582220594347	0.9999924054621541
